Week;Day;Steps
200;Saturday;8996
200;Sunday;9707
201;Monday;5454
201;Tuesday;5894
201;Wednesday;9115
201;Thursday;7741
201;Friday;9776
201;Saturday;6041
201;Sunday;7112
202;Monday;9146
202;Tuesday;5222
202;Wednesday;7418
202;Thursday;8060
202;Friday;6246
202;Saturday;5655
202;Sunday;7412
203;Monday;8116
203;Tuesday;7518
203;Wednesday;5224
203;Thursday;5522
203;Friday;8054
203;Saturday;9335
203;Sunday;6470
204;Monday;6892
204;Tuesday;6592
204;Wednesday;7165
204;Thursday;8160
204;Friday;9471
204;Saturday;9969
204;Sunday;5555
205;Monday;9462
205;Tuesday;7699
205;Wednesday;9010
205;Thursday;8253
205;Friday;6434
205;Saturday;9474
205;Sunday;5690
206;Monday;7688
206;Tuesday;5985
206;Wednesday;9263
206;Thursday;9421
206;Friday;7238
206;Saturday;6395
206;Sunday;9204
207;Monday;6684
207;Tuesday;9064
207;Wednesday;8444
207;Thursday;9085
207;Friday;6800
207;Saturday;7749
207;Sunday;5641
208;Monday;5455
208;Tuesday;6028
208;Wednesday;6428
208;Thursday;6406
208;Friday;9277
208;Saturday;8100
208;Sunday;5150
209;Monday;5526
209;Tuesday;8777
209;Wednesday;8113
209;Thursday;6705
209;Friday;8423
209;Saturday;9548
209;Sunday;7145
210;Monday;9028
210;Tuesday;5343
210;Wednesday;6448
210;Thursday;7424
210;Friday;7111
210;Saturday;5217
210;Sunday;9712
211;Monday;8555
211;Tuesday;8339
211;Wednesday;8178
211;Thursday;5137
211;Friday;5642
211;Saturday;8619
211;Sunday;6584
212;Monday;7901
212;Tuesday;6194
212;Wednesday;7334
212;Thursday;9894
212;Friday;9494
212;Saturday;5242
212;Sunday;8073
213;Monday;7767
213;Tuesday;5978
213;Wednesday;9870
213;Thursday;6380
213;Friday;5965
213;Saturday;7684
213;Sunday;6669
214;Monday;8981
214;Tuesday;5871
214;Wednesday;5483
214;Thursday;5760
214;Friday;8938
214;Saturday;8229
214;Sunday;7976
215;Monday;7054
215;Tuesday;6596
215;Wednesday;9256
215;Thursday;8830
215;Friday;8823
215;Saturday;6995
215;Sunday;9857
216;Monday;8077
216;Tuesday;6189
216;Wednesday;9586
216;Thursday;5414
216;Friday;5743
216;Saturday;7186
216;Sunday;9701
217;Monday;7453
217;Tuesday;7286
217;Wednesday;6279
217;Thursday;5920
217;Friday;8694
217;Saturday;9014
217;Sunday;8476
218;Monday;7604
218;Tuesday;5746
218;Wednesday;8648
218;Thursday;8235
218;Friday;7021
218;Saturday;7010
218;Sunday;5572
219;Monday;9241
219;Tuesday;8948
219;Wednesday;8285
219;Thursday;8875
219;Friday;6110
219;Saturday;6725
219;Sunday;7838
220;Monday;6772
220;Tuesday;5431
220;Wednesday;7471
220;Thursday;8453
220;Friday;5183
220;Saturday;7980
220;Sunday;8802
221;Monday;9508
221;Tuesday;9278
221;Wednesday;9240
221;Thursday;7317
221;Friday;7973
221;Saturday;6824
221;Sunday;7773
222;Monday;9540
222;Tuesday;9974
222;Wednesday;8181
222;Thursday;8260
222;Friday;7440
222;Saturday;5262
222;Sunday;5302
223;Monday;8904
223;Tuesday;5472
223;Wednesday;9680
223;Thursday;9992
223;Friday;8076
223;Saturday;5551
223;Sunday;5820
224;Monday;9857
224;Tuesday;9868
224;Wednesday;7319
224;Thursday;6403
224;Friday;5406
224;Saturday;7581
224;Sunday;6051
225;Monday;5021
225;Tuesday;6173
225;Wednesday;6215
225;Thursday;7426
225;Friday;6953
225;Saturday;6264
225;Sunday;9855
226;Monday;9148
226;Tuesday;5253
226;Wednesday;7006
226;Thursday;7654
226;Friday;7320
226;Saturday;7179
226;Sunday;5266
227;Monday;7449
227;Tuesday;5148
227;Wednesday;6036
227;Thursday;7163
227;Friday;8040
227;Saturday;9356
227;Sunday;7044
228;Monday;6017
228;Tuesday;7253
228;Wednesday;7780
228;Thursday;9207
228;Friday;10000
228;Saturday;5655
228;Sunday;8659
229;Monday;8463
229;Tuesday;7224
229;Wednesday;9991
229;Thursday;5086
229;Friday;6623
229;Saturday;7853
229;Sunday;5747
230;Monday;9253
230;Tuesday;8928
230;Wednesday;6508
230;Thursday;7892
230;Friday;6888
230;Saturday;5441
230;Sunday;6579
231;Monday;8718
231;Tuesday;7412
231;Wednesday;7608
231;Thursday;9643
231;Friday;6379
231;Saturday;9623
231;Sunday;8251
232;Monday;9868
232;Tuesday;9794
232;Wednesday;5571
232;Thursday;5663
232;Friday;6795
232;Saturday;5225
232;Sunday;5505
233;Monday;7255
233;Tuesday;7527
233;Wednesday;7127
233;Thursday;7021
233;Friday;7264
233;Saturday;5445
233;Sunday;9324
234;Monday;7294
234;Tuesday;7867
234;Wednesday;6789
234;Thursday;8103
234;Friday;8341
234;Saturday;6204
234;Sunday;6618
235;Monday;9314
235;Tuesday;6039
235;Wednesday;7398
235;Thursday;6745
235;Friday;6814
235;Saturday;9245
235;Sunday;8564
236;Monday;8213
236;Tuesday;6025
236;Wednesday;5521
236;Thursday;8638
236;Friday;7181
236;Saturday;8618
236;Sunday;6042
237;Monday;9206
237;Tuesday;8547
237;Wednesday;5203
237;Thursday;5254
237;Friday;5414
237;Saturday;9054
237;Sunday;8152
238;Monday;7496
238;Tuesday;5773
238;Wednesday;8223
238;Thursday;8464
238;Friday;5593
238;Saturday;5721
238;Sunday;6258
239;Monday;7939
239;Tuesday;7488
239;Wednesday;9301
239;Thursday;6046
239;Friday;7399
239;Saturday;6469
239;Sunday;8690
240;Monday;5747
240;Tuesday;6818
240;Wednesday;8106
240;Thursday;9931
240;Friday;8145
240;Saturday;9725
240;Sunday;9534
241;Monday;7591
241;Tuesday;6330
241;Wednesday;9081
241;Thursday;7737
241;Friday;5870
241;Saturday;8572
241;Sunday;9052
242;Monday;7292
242;Tuesday;5379
242;Wednesday;9859
242;Thursday;8285
242;Friday;8423
242;Saturday;5800
242;Sunday;5608
243;Monday;8622
243;Tuesday;8552
243;Wednesday;5831
243;Thursday;8118
243;Friday;8992
243;Saturday;8539
243;Sunday;6447
244;Monday;6951
244;Tuesday;7792
244;Wednesday;8790
244;Thursday;8935
244;Friday;6800
244;Saturday;5774
244;Sunday;9969
245;Monday;6366
245;Tuesday;6854
245;Wednesday;9754
245;Thursday;5770
245;Friday;8337
245;Saturday;7694
245;Sunday;8295
246;Monday;8149
246;Tuesday;7328
246;Wednesday;5394
246;Thursday;5683
246;Friday;8441
246;Saturday;8659
246;Sunday;6951
247;Monday;6184
247;Tuesday;5850
247;Wednesday;9848
247;Thursday;6295
247;Friday;8112
247;Saturday;6006
247;Sunday;5418
248;Monday;9288
248;Tuesday;9306
248;Wednesday;8457
248;Thursday;5875
248;Friday;7710
248;Saturday;9517
248;Sunday;9721
249;Monday;5302
249;Tuesday;9803
249;Wednesday;9089
249;Thursday;6672
249;Friday;5109
249;Saturday;7312
249;Sunday;8963
250;Monday;7461
250;Tuesday;6888
250;Wednesday;9280
250;Thursday;6422
250;Friday;7719
250;Saturday;6404
250;Sunday;7401
251;Monday;7816
251;Tuesday;5987
251;Wednesday;8931
251;Thursday;5437
251;Friday;5099
251;Saturday;9762
251;Sunday;8451
252;Monday;6262
252;Tuesday;9622
252;Wednesday;8273
252;Thursday;5659
252;Friday;9315
252;Saturday;7593
252;Sunday;5399
253;Monday;9581
253;Tuesday;8657
253;Wednesday;6975
253;Thursday;5482
253;Friday;5947
253;Saturday;7047
253;Sunday;8068
254;Monday;5572
254;Tuesday;5116
254;Wednesday;9136
254;Thursday;9881
254;Friday;8569
254;Saturday;8787
254;Sunday;6303
255;Monday;8570
255;Tuesday;7296
255;Wednesday;8117
255;Thursday;9810
255;Friday;5209
255;Saturday;7104
255;Sunday;5349
256;Monday;8870
256;Tuesday;6413
256;Wednesday;8830
256;Thursday;9344
256;Friday;5879
256;Saturday;6577
256;Sunday;8785
257;Monday;6156
257;Tuesday;7165
257;Wednesday;6450
257;Thursday;5518
257;Friday;7093
257;Saturday;5567
257;Sunday;7339
258;Monday;5671
258;Tuesday;9464
258;Wednesday;9913
258;Thursday;9741
258;Friday;9216
258;Saturday;9271
258;Sunday;9880
259;Monday;5571
259;Tuesday;9542
259;Wednesday;9228
259;Thursday;9874
259;Friday;7696
259;Saturday;8550
259;Sunday;5095
260;Monday;5435
260;Tuesday;6445
260;Wednesday;6587
260;Thursday;5094
260;Friday;6519
260;Saturday;5145
260;Sunday;6669
261;Monday;6856
261;Tuesday;5505
261;Wednesday;8727
261;Thursday;9946
261;Friday;5681
261;Saturday;7656
261;Sunday;8062
262;Monday;5420
262;Tuesday;6426
262;Wednesday;9550
262;Thursday;5859
262;Friday;8622
262;Saturday;9746
262;Sunday;9601
263;Monday;5830
263;Tuesday;7247
263;Wednesday;9395
263;Thursday;7517
263;Friday;7759
263;Saturday;7425
263;Sunday;5447
264;Monday;5601
264;Tuesday;7503
264;Wednesday;9043
264;Thursday;7730
264;Friday;6674
264;Saturday;7246
264;Sunday;5858
265;Monday;6664
265;Tuesday;9206
265;Wednesday;8781
265;Thursday;5346
265;Friday;8259
265;Saturday;9729
265;Sunday;5177
266;Monday;9256
266;Tuesday;8407
266;Wednesday;6425
266;Thursday;8413
266;Friday;8854
266;Saturday;5917
266;Sunday;8743
267;Monday;7542
267;Tuesday;8381
267;Wednesday;9498
267;Thursday;6992
267;Friday;9912
267;Saturday;5442
267;Sunday;8831
268;Monday;8344
268;Tuesday;6639
268;Wednesday;5670
268;Thursday;5463
268;Friday;5855
268;Saturday;5508
268;Sunday;5038
269;Monday;5280
269;Tuesday;5036
269;Wednesday;8305
269;Thursday;5171
269;Friday;8940
269;Saturday;7862
269;Sunday;5922
270;Monday;5326
270;Tuesday;9615
270;Wednesday;7443
270;Thursday;6062
270;Friday;5501
270;Saturday;5599
270;Sunday;7672
271;Monday;9504
271;Tuesday;5490
271;Wednesday;9130
271;Thursday;7187
271;Friday;5194
271;Saturday;8915
271;Sunday;7628
272;Monday;9666
272;Tuesday;9958
272;Wednesday;7595
272;Thursday;6782
272;Friday;6528
272;Saturday;7927
272;Sunday;5188
273;Monday;6670
273;Tuesday;5226
273;Wednesday;6953
273;Thursday;9152
273;Friday;8434
273;Saturday;7043
273;Sunday;7148
274;Monday;9238
274;Tuesday;8308
274;Wednesday;7086
274;Thursday;5663
274;Friday;7891
274;Saturday;5573
274;Sunday;6570
275;Monday;7470
275;Tuesday;6054
275;Wednesday;5572
275;Thursday;6723
275;Friday;9261
275;Saturday;6603
275;Sunday;7767
276;Monday;7338
276;Tuesday;9828
276;Wednesday;8653
276;Thursday;6031
276;Friday;5309
276;Saturday;6873
276;Sunday;9303
277;Monday;7048
277;Tuesday;8985
277;Wednesday;9688
277;Thursday;9694
277;Friday;9606
277;Saturday;7528
277;Sunday;6212
278;Monday;9245
278;Tuesday;7346
278;Wednesday;9906
278;Thursday;6361
278;Friday;7833
278;Saturday;6404
278;Sunday;8776
279;Monday;6920
279;Tuesday;7761
279;Wednesday;9440
279;Thursday;7672
279;Friday;5954
279;Saturday;9811
279;Sunday;9271
280;Monday;9356
280;Tuesday;7444
280;Wednesday;5054
280;Thursday;9405
280;Friday;8004
280;Saturday;8675
280;Sunday;7237
281;Monday;7029
281;Tuesday;8683
281;Wednesday;5802
281;Thursday;8352
281;Friday;5466
281;Saturday;8036
281;Sunday;8290
282;Monday;6191
282;Tuesday;8500
282;Wednesday;6625
282;Thursday;9232
282;Friday;7237
282;Saturday;9971
282;Sunday;8951
283;Monday;5361
283;Tuesday;5059
283;Wednesday;6220
283;Thursday;9014
283;Friday;5513
283;Saturday;9139
283;Sunday;8835
284;Monday;5708
284;Tuesday;5102
284;Wednesday;8655
284;Thursday;8417
284;Friday;9243
284;Saturday;5039
284;Sunday;8869
285;Monday;7170
285;Tuesday;9735
285;Wednesday;5400
285;Thursday;7287
285;Friday;9670
285;Saturday;5681
285;Sunday;6857
286;Monday;7210
286;Tuesday;5403
286;Wednesday;7780
286;Thursday;7268
286;Friday;5908
286;Saturday;7943
286;Sunday;9542
287;Monday;5571
287;Tuesday;7407
287;Wednesday;5683
287;Thursday;6469
287;Friday;5614
287;Saturday;9276
287;Sunday;5105
288;Monday;5408
288;Tuesday;9238
288;Wednesday;7543
288;Thursday;7859
288;Friday;6257
288;Saturday;6951
288;Sunday;6370
289;Monday;9881
289;Tuesday;5331
289;Wednesday;6467
289;Thursday;5222
289;Friday;5518
289;Saturday;7493
289;Sunday;5483
290;Monday;8273
290;Tuesday;9535
290;Wednesday;8838
290;Thursday;7523
290;Friday;5723
290;Saturday;6928
290;Sunday;8779
291;Monday;5292
291;Tuesday;5022
291;Wednesday;7986
291;Thursday;5084
291;Friday;7804
291;Saturday;6030
291;Sunday;5682
292;Monday;9481
292;Tuesday;6647
292;Wednesday;6533
292;Thursday;9368
292;Friday;8928
292;Saturday;5108
292;Sunday;5968
293;Monday;8701
293;Tuesday;7071
293;Wednesday;5736
293;Thursday;5511
293;Friday;6464
293;Saturday;8188
293;Sunday;6211
294;Monday;9093
294;Tuesday;5227
294;Wednesday;5487
294;Thursday;8965
294;Friday;7424
294;Saturday;5277
294;Sunday;9239
295;Monday;6126
295;Tuesday;6180
295;Wednesday;9487
295;Thursday;5938
295;Friday;6568
295;Saturday;6824
295;Sunday;8856
296;Monday;8168
296;Tuesday;8805
296;Wednesday;5627
296;Thursday;7818
296;Friday;7903
296;Saturday;7036
296;Sunday;9107
297;Monday;8969
297;Tuesday;5923
297;Wednesday;7758
297;Thursday;8217
297;Friday;6021
297;Saturday;9949
297;Sunday;5910
298;Monday;7723
298;Tuesday;8275
298;Wednesday;9380
298;Thursday;6053
298;Friday;8622
298;Saturday;5851
298;Sunday;6331
299;Monday;5958
299;Tuesday;8530
299;Wednesday;7419
299;Thursday;5599
299;Friday;6368
299;Saturday;9816
299;Sunday;9289
300;Monday;8458
300;Tuesday;7582
300;Wednesday;6326
300;Thursday;9921
300;Friday;9040
300;Saturday;5955
300;Sunday;8022
301;Monday;7932
301;Tuesday;9278
301;Wednesday;7189
301;Thursday;6155
301;Friday;8728
301;Saturday;8350
301;Sunday;7551
302;Monday;6501
302;Tuesday;6516
302;Wednesday;5016
302;Thursday;5341
302;Friday;8883
302;Saturday;7506
302;Sunday;9847
303;Monday;7145
303;Tuesday;9772
303;Wednesday;6255
303;Thursday;9328
303;Friday;6339
303;Saturday;5528
303;Sunday;6259
304;Monday;5083
304;Tuesday;6208
304;Wednesday;9499
304;Thursday;8590
304;Friday;7048
304;Saturday;5858
304;Sunday;7086
305;Monday;6495
305;Tuesday;9877
305;Wednesday;5506
305;Thursday;9675
305;Friday;7094
305;Saturday;5800
305;Sunday;6527
306;Monday;6474
306;Tuesday;5857
306;Wednesday;7660
306;Thursday;5102
306;Friday;5831
306;Saturday;6429
306;Sunday;5967
307;Monday;9708
307;Tuesday;5083
307;Wednesday;9663
307;Thursday;5018
307;Friday;8376
307;Saturday;9807
307;Sunday;7048
308;Monday;7647
308;Tuesday;5537
308;Wednesday;5657
308;Thursday;9290
308;Friday;7319
308;Saturday;7334
308;Sunday;5844
309;Monday;9676
309;Tuesday;5250
309;Wednesday;6128
309;Thursday;7478
309;Friday;9199
309;Saturday;5005
309;Sunday;6940
310;Monday;6594
310;Tuesday;9241
310;Wednesday;5705
310;Thursday;5965
310;Friday;9967
310;Saturday;8643
310;Sunday;9851
311;Monday;9572
311;Tuesday;5258
311;Wednesday;8153
311;Thursday;7108
311;Friday;8143
311;Saturday;6467
311;Sunday;5083
312;Monday;9229
312;Tuesday;8701
312;Wednesday;9259
312;Thursday;5041
312;Friday;8602
312;Saturday;8154
312;Sunday;9154
313;Monday;5580
313;Tuesday;5330
313;Wednesday;7000
313;Thursday;8939
313;Friday;5314
313;Saturday;8249
313;Sunday;9026
314;Monday;5727
314;Tuesday;9014
314;Wednesday;5887
314;Thursday;8623
314;Friday;5220
314;Saturday;9566
314;Sunday;5895
315;Monday;9111
315;Tuesday;9129
315;Wednesday;6378
315;Thursday;6014
315;Friday;6679
315;Saturday;6402
315;Sunday;9146
316;Monday;7830
316;Tuesday;9483
316;Wednesday;5586
316;Thursday;8626
316;Friday;5209
316;Saturday;7686
316;Sunday;5016
317;Monday;8373
317;Tuesday;9789
317;Wednesday;6894
317;Thursday;8449
317;Friday;7804
317;Saturday;5900
317;Sunday;8477
318;Monday;7915
318;Tuesday;6881
318;Wednesday;5697
318;Thursday;5219
318;Friday;6624
318;Saturday;6172
318;Sunday;5043
319;Monday;9027
319;Tuesday;9163
319;Wednesday;7248
319;Thursday;8142
319;Friday;6253
319;Saturday;8938
319;Sunday;9460
320;Monday;6091
320;Tuesday;8912
320;Wednesday;5098
320;Thursday;9981
320;Friday;8329
320;Saturday;8985
320;Sunday;8999
321;Monday;7624
321;Tuesday;8171
321;Wednesday;7144
321;Thursday;7971
321;Friday;7002
321;Saturday;8609
321;Sunday;7392
322;Monday;7941
322;Tuesday;8397
322;Wednesday;6498
322;Thursday;7708
322;Friday;7861
322;Saturday;8769
322;Sunday;5376
323;Monday;5985
323;Tuesday;8376
323;Wednesday;7969
323;Thursday;7382
323;Friday;6163
323;Saturday;6406
323;Sunday;9847
324;Monday;6944
324;Tuesday;8074
324;Wednesday;8705
324;Thursday;7611
324;Friday;5601
324;Saturday;7310
324;Sunday;7355
325;Monday;9536
325;Tuesday;9759
325;Wednesday;7197
325;Thursday;6030
325;Friday;9901
325;Saturday;9645
325;Sunday;9917
326;Monday;8966
326;Tuesday;5604
326;Wednesday;7157
326;Thursday;8824
326;Friday;8313
326;Saturday;9009
326;Sunday;6001
327;Monday;5346
327;Tuesday;6733
327;Wednesday;9892
327;Thursday;9154
327;Friday;5542
327;Saturday;8627
327;Sunday;8867
328;Monday;5848
328;Tuesday;9847
328;Wednesday;7357
328;Thursday;9606
328;Friday;7211
328;Saturday;5283
328;Sunday;9964
329;Monday;6313
329;Tuesday;8790
329;Wednesday;6887
329;Thursday;6814
329;Friday;9062
329;Saturday;6824
329;Sunday;5893
330;Monday;6456
330;Tuesday;5717
330;Wednesday;9634
330;Thursday;6114
330;Friday;8245
330;Saturday;5890
330;Sunday;6854
331;Monday;6538
331;Tuesday;7821
331;Wednesday;9345
331;Thursday;7887
331;Friday;8649
331;Saturday;8698
331;Sunday;8582
332;Monday;9848
332;Tuesday;7115
332;Wednesday;8759
332;Thursday;7158
332;Friday;6137
332;Saturday;9906
332;Sunday;6448
333;Monday;8567
333;Tuesday;9972
333;Wednesday;6343
333;Thursday;6439
333;Friday;8778
333;Saturday;6777
333;Sunday;6421
334;Monday;9949
334;Tuesday;9493
334;Wednesday;7331
334;Thursday;6436
334;Friday;6776
334;Saturday;7163
334;Sunday;5778
335;Monday;6113
335;Tuesday;5253
335;Wednesday;9861
335;Thursday;7587
335;Friday;6051
335;Saturday;5774
335;Sunday;7770
336;Monday;8048
336;Tuesday;5110
336;Wednesday;5221
336;Thursday;8206
336;Friday;7392
336;Saturday;7774
336;Sunday;8279
337;Monday;8858
337;Tuesday;8608
337;Wednesday;8093
337;Thursday;8746
337;Friday;9778
337;Saturday;8851
337;Sunday;7437
338;Monday;8579
338;Tuesday;8437
338;Wednesday;5548
338;Thursday;6157
338;Friday;7723
338;Saturday;7422
338;Sunday;7604
339;Monday;6287
339;Tuesday;8753
339;Wednesday;8317
339;Thursday;8534
339;Friday;8438
339;Saturday;6222
339;Sunday;9931
340;Monday;8697
340;Tuesday;6308
340;Wednesday;7974
340;Thursday;6623
340;Friday;8843
340;Saturday;6813
340;Sunday;8450
341;Monday;8349
341;Tuesday;7604
341;Wednesday;6224
341;Thursday;5976
341;Friday;7371
341;Saturday;9283
341;Sunday;6406
342;Monday;6110
342;Tuesday;5383
342;Wednesday;7129
342;Thursday;5160
342;Friday;5595
342;Saturday;9544
342;Sunday;6931
343;Monday;7445
343;Tuesday;7148
343;Wednesday;8441
343;Thursday;7017
343;Friday;9714
343;Saturday;8252
343;Sunday;8269
344;Monday;5833
344;Tuesday;6212
344;Wednesday;9695
344;Thursday;5881
344;Friday;6597
344;Saturday;5865
344;Sunday;7140
345;Monday;9218
345;Tuesday;6719
345;Wednesday;9634
345;Thursday;5932
345;Friday;6414
345;Saturday;7253
345;Sunday;5422
346;Monday;8260
346;Tuesday;7479
346;Wednesday;6591
346;Thursday;5106
346;Friday;5975
346;Saturday;7460
346;Sunday;5005
347;Monday;8414
347;Tuesday;8184
347;Wednesday;7541
347;Thursday;6500
347;Friday;5874
347;Saturday;7136
347;Sunday;6906
348;Monday;7061
348;Tuesday;7849
348;Wednesday;8723
348;Thursday;9923
348;Friday;9924
348;Saturday;9400
348;Sunday;6328
349;Monday;6481
349;Tuesday;9763
349;Wednesday;6450
349;Thursday;8360
349;Friday;9183
349;Saturday;8153
349;Sunday;9361
350;Monday;9365
350;Tuesday;9425
350;Wednesday;5330
350;Thursday;5390
350;Friday;6031
350;Saturday;6145
350;Sunday;9342
351;Monday;6530
351;Tuesday;7472
351;Wednesday;5402
351;Thursday;7342
351;Friday;9001
351;Saturday;9714
351;Sunday;7576
352;Monday;8966
352;Tuesday;6451
352;Wednesday;8864
352;Thursday;8036
352;Friday;6202
352;Saturday;9931
352;Sunday;6183
353;Monday;9427
353;Tuesday;5940
353;Wednesday;8680
353;Thursday;8088
353;Friday;8938
353;Saturday;6741
353;Sunday;6284
354;Monday;6632
354;Tuesday;9807
354;Wednesday;7157
354;Thursday;6382
354;Friday;8132
354;Saturday;9237
354;Sunday;8798
355;Monday;5756
355;Tuesday;7016
355;Wednesday;7879
355;Thursday;6026
355;Friday;8565
355;Saturday;5019
355;Sunday;6385
356;Monday;8965
356;Tuesday;7854
356;Wednesday;6977
356;Thursday;9859
356;Friday;5479
356;Saturday;5350
356;Sunday;8946
357;Monday;6938
357;Tuesday;7297
357;Wednesday;7274
357;Thursday;6573
357;Friday;9807
357;Saturday;5320
357;Sunday;8298
358;Monday;7462
358;Tuesday;5656
358;Wednesday;5972
358;Thursday;7158
358;Friday;8210
358;Saturday;5054
358;Sunday;8896
359;Monday;9578
359;Tuesday;5676
359;Wednesday;6408
359;Thursday;9956
359;Friday;7606
359;Saturday;9588
359;Sunday;5734
360;Monday;8198
360;Tuesday;7188
360;Wednesday;8770
360;Thursday;7320
360;Friday;6786
360;Saturday;6454
360;Sunday;5217
361;Monday;8269
361;Tuesday;8154
361;Wednesday;7752
361;Thursday;9760
361;Friday;5331
361;Saturday;6123
361;Sunday;6328
362;Monday;9594
362;Tuesday;5576
362;Wednesday;8028
362;Thursday;9016
362;Friday;8858
362;Saturday;8388
362;Sunday;8147
363;Monday;5203
363;Tuesday;8484
363;Wednesday;5449
363;Thursday;8435
363;Friday;5312
363;Saturday;7812
363;Sunday;8791
364;Monday;8505
364;Tuesday;7309
364;Wednesday;5527
364;Thursday;9191
364;Friday;8843
364;Saturday;7369
364;Sunday;5622
365;Monday;5989
365;Tuesday;5883
365;Wednesday;6065
365;Thursday;5328
365;Friday;9508
365;Saturday;7772
365;Sunday;8297
366;Monday;6613
366;Tuesday;6420
366;Wednesday;9347
366;Thursday;6550
366;Friday;6737
366;Saturday;6064
366;Sunday;5312
367;Monday;7322
367;Tuesday;8683
367;Wednesday;6862
367;Thursday;5648
367;Friday;6163
367;Saturday;6840
367;Sunday;8016
368;Monday;6869
368;Tuesday;6425
368;Wednesday;8624
368;Thursday;7100
368;Friday;6202
368;Saturday;8228
368;Sunday;7077
369;Monday;9349
369;Tuesday;9055
369;Wednesday;8440
369;Thursday;9194
369;Friday;8924
369;Saturday;7687
369;Sunday;9037
370;Monday;8251
370;Tuesday;8581
370;Wednesday;8660
370;Thursday;5635
370;Friday;8900
370;Saturday;5801
370;Sunday;6552
371;Monday;7342
371;Tuesday;7124
371;Wednesday;9546
371;Thursday;9129
371;Friday;7109
371;Saturday;7029
371;Sunday;5150
372;Monday;8546
372;Tuesday;6609
372;Wednesday;8904
372;Thursday;7239
372;Friday;7912
372;Saturday;5645
372;Sunday;7792
373;Monday;8228
373;Tuesday;9619
373;Wednesday;6571
373;Thursday;7550
373;Friday;6235
373;Saturday;9796
373;Sunday;7425
374;Monday;9853
374;Tuesday;9227
374;Wednesday;8992
374;Thursday;6654
374;Friday;9839
374;Saturday;8690
374;Sunday;9596
375;Monday;9557
375;Tuesday;6867
375;Wednesday;8534
375;Thursday;7844
375;Friday;6701
375;Saturday;5218
375;Sunday;7068
376;Monday;9494
376;Tuesday;9993
376;Wednesday;5474
376;Thursday;7107
376;Friday;6574
376;Saturday;5026
376;Sunday;5331
377;Monday;9680
377;Tuesday;7267
377;Wednesday;8475
377;Thursday;8486
377;Friday;8173
377;Saturday;9246
377;Sunday;8595
378;Monday;8065
378;Tuesday;7386
378;Wednesday;5048
378;Thursday;7012
378;Friday;6813
378;Saturday;7067
378;Sunday;7134
379;Monday;9502
379;Tuesday;7411
379;Wednesday;7753
379;Thursday;8592
379;Friday;9063
379;Saturday;7322
379;Sunday;5960
380;Monday;7684
380;Tuesday;9497
380;Wednesday;5360
380;Thursday;6091
380;Friday;5658
380;Saturday;6698
380;Sunday;6353
381;Monday;7964
381;Tuesday;6532
381;Wednesday;9775
381;Thursday;8783
381;Friday;7246
381;Saturday;6783
381;Sunday;6831
382;Monday;5175
382;Tuesday;5448
382;Wednesday;9809
382;Thursday;5607
382;Friday;8150
382;Saturday;8561
382;Sunday;8036
383;Monday;8026
383;Tuesday;6054
383;Wednesday;8875
383;Thursday;7871
383;Friday;8849
383;Saturday;8775
383;Sunday;8459
384;Monday;9332
384;Tuesday;6561
384;Wednesday;6309
384;Thursday;6903
384;Friday;9227
384;Saturday;9726
384;Sunday;5279
385;Monday;7568
385;Tuesday;7557
385;Wednesday;6780
385;Thursday;9447
385;Friday;7343
385;Saturday;6720
385;Sunday;7460
386;Monday;5961
386;Tuesday;6024
386;Wednesday;8692
386;Thursday;5788
386;Friday;9067
386;Saturday;6707
386;Sunday;5864
387;Monday;9034
387;Tuesday;8882
387;Wednesday;7624
387;Thursday;5714
387;Friday;7576
387;Saturday;6721
387;Sunday;6766
388;Monday;7132
388;Tuesday;9767
388;Wednesday;6367
388;Thursday;7804
388;Friday;7292
388;Saturday;6836
388;Sunday;7205
389;Monday;8263
389;Tuesday;5652
389;Wednesday;6742
389;Thursday;8395
389;Friday;8790
389;Saturday;5046
389;Sunday;8320
390;Monday;9118
390;Tuesday;8015
390;Wednesday;8842
390;Thursday;7716
390;Friday;5077
390;Saturday;5567
390;Sunday;8086
391;Monday;5298
391;Tuesday;6630
391;Wednesday;5257
391;Thursday;5059
391;Friday;9355
391;Saturday;9545
391;Sunday;9687
392;Monday;7894
392;Tuesday;7359
392;Wednesday;8115
392;Thursday;8932
392;Friday;7556
392;Saturday;9047
392;Sunday;7010
393;Monday;9323
393;Tuesday;8216
393;Wednesday;5497
393;Thursday;8090
393;Friday;6730
393;Saturday;8671
393;Sunday;7186
394;Monday;8239
394;Tuesday;5671
394;Wednesday;9220
394;Thursday;7223
394;Friday;7745
394;Saturday;6524
394;Sunday;6213
395;Monday;8151
395;Tuesday;5766
395;Wednesday;9467
395;Thursday;8092
395;Friday;7164
395;Saturday;8927
395;Sunday;8052
396;Monday;5255
396;Tuesday;6183
396;Wednesday;7138
396;Thursday;6704
396;Friday;8964
396;Saturday;9094
396;Sunday;9838
397;Monday;5488
397;Tuesday;7560
397;Wednesday;6436
397;Thursday;5047
397;Friday;6146
397;Saturday;7018
397;Sunday;8550
398;Monday;9645
398;Tuesday;8071
398;Wednesday;7674
398;Thursday;9971
398;Friday;6762
398;Saturday;8528
398;Sunday;8535
399;Monday;5389
399;Tuesday;7058
399;Wednesday;5700
399;Thursday;6280
399;Friday;6798
399;Saturday;7600
399;Sunday;9796
400;Monday;5656
400;Tuesday;7337
400;Wednesday;9146
