Date;Morning;Noon;Evening;Average
2024-10-15;3.9605;10.3337;7.0423;7.1122
2024-10-16;5.0120;10.9755;10.5067;8.8314
2024-10-17;6.7011;6.6786;8.9773;7.4523
2024-10-18;7.7214;9.3332;10.3234;9.1260
2024-10-19;8.9130;7.5218;5.7446;7.3931
2024-10-20;8.0406;7.5574;5.9997;7.1992
2024-10-21;7.6315;9.2996;9.5035;8.8115
2024-10-22;4.7825;7.5469;9.3231;7.2175
2024-10-23;6.6061;10.0481;10.9283;9.1942
2024-10-24;4.9003;6.5348;7.8349;6.4233
2024-10-25;10.9467;10.8040;6.8434;9.5314
2024-10-26;8.3421;9.5923;6.7257;8.2200
2024-10-27;5.5489;5.7542;3.6000;4.9677
2024-10-28;9.8520;4.7473;4.2349;6.2781
2024-10-29;6.4386;11.0000;5.2931;7.5772
2024-10-30;8.9721;4.7630;6.4570;6.7307
2024-10-31;10.1104;5.0651;9.1770;8.1175
2024-11-01;9.6311;10.4237;4.3731;8.1426
2024-11-02;10.0124;11.0990;11.7923;10.9679
2024-11-03;11.7749;7.4671;11.4856;10.2425
2024-11-04;4.4351;7.9557;5.1102;5.8337
2024-11-05;5.8417;11.9034;7.9094;8.5515
2024-11-06;4.4095;8.5626;10.5970;7.8564
2024-11-07;11.6884;6.3341;11.9406;9.9877
2024-11-08;8.8932;10.2117;9.1797;9.4282
2024-11-09;5.1789;6.4683;11.6869;7.7780
2024-11-10;8.1687;3.9578;3.5785;5.2350
2024-11-11;9.5632;11.2456;7.7234;9.5107
2024-11-12;3.6644;10.8995;8.0896;7.5512
2024-11-13;8.1874;5.9503;11.3076;8.4818
2024-11-14;8.7424;9.5399;6.9512;8.4112
2024-11-15;9.1869;7.8963;11.1484;9.4105
2024-11-16;6.5762;3.6823;6.4005;5.5530
2024-11-17;4.3767;6.5269;4.6647;5.1894
2024-11-18;5.8037;10.6142;5.8383;7.4187
2024-11-19;8.8910;5.4136;6.1317;6.8121
2024-11-20;6.6113;11.5021;6.5625;8.2253
2024-11-21;6.2905;5.3156;11.6476;7.7512
2024-11-22;11.7581;10.5907;5.5565;9.3018
2024-11-23;3.5733;3.8334;8.3310;5.2459
2024-11-24;4.3744;7.8228;8.0934;6.7635
2024-11-25;8.6134;10.7604;6.4494;8.6077
2024-11-26;5.2544;5.7485;11.3367;7.4465
2024-11-27;3.5180;9.0746;4.9860;5.8595
2024-11-28;4.9595;10.7906;7.9658;7.9053
2024-11-29;6.4340;4.1900;6.9085;5.8442
2024-11-30;4.5879;8.1071;10.3853;7.6934
2024-12-01;10.6585;10.4373;5.8056;8.9671
2024-12-02;11.2225;10.1459;8.0951;9.8212
2024-12-03;5.8963;4.7353;4.3160;4.9825
2024-12-04;11.9588;10.3131;5.1920;9.1546
2024-12-05;3.9501;10.2217;8.2857;7.4858
2024-12-06;8.2333;9.8570;9.0992;9.0632
2024-12-07;9.8906;7.7941;4.3191;7.3346
2024-12-08;9.7936;4.1752;6.8279;6.9322
2024-12-09;7.0833;6.6463;7.3242;7.0179
2024-12-10;3.9271;11.0353;7.1042;7.3555
2024-12-11;10.0133;7.9208;5.1829;7.7057
2024-12-12;4.4338;4.7922;7.6175;5.6145
2024-12-13;11.7689;8.8800;5.2084;8.6191
2024-12-14;4.6085;11.9866;3.8008;6.7986
2024-12-15;9.7320;11.1246;7.7862;9.5476
2024-12-16;5.9276;6.3936;8.4385;6.9199
2024-12-17;7.2101;10.0736;11.7874;9.6904
2024-12-18;10.7569;5.1048;6.6501;7.5039
2024-12-19;9.7062;4.5030;11.4103;8.5398
2024-12-20;10.7905;4.5208;11.7651;9.0255
2024-12-21;4.2276;9.1029;3.8647;5.7317
2024-12-22;8.3039;4.2268;6.8538;6.4615
2024-12-23;10.8046;6.2933;6.9025;8.0001
2024-12-24;7.5025;5.5937;6.6444;6.5802
2024-12-25;4.6968;8.6445;10.3728;7.9047
2024-12-26;3.9217;9.3727;8.4275;7.2406
2024-12-27;5.3097;5.2963;5.3750;5.3270
2024-12-28;9.2009;5.2121;11.8403;8.7511
2024-12-29;8.8901;6.4216;11.5869;8.9662
2024-12-30;3.9109;7.4801;7.8751;6.4220
2024-12-31;9.3437;5.5979;9.1017;8.0144
2025-01-01;10.2344;8.2700;11.5306;10.0117
2025-01-02;7.4029;9.8575;6.6120;7.9575
2025-01-03;6.3299;6.3605;9.4206;7.3703
2025-01-04;6.3991;11.6736;11.6665;9.9131
2025-01-05;9.2936;4.2303;10.3714;7.9651
2025-01-06;7.9715;11.0200;9.3067;9.4327
2025-01-07;6.0983;9.8359;4.1351;6.6898
2025-01-08;4.1452;9.4885;10.3349;7.9895
2025-01-09;9.3915;8.1389;11.9452;9.8252
2025-01-10;4.8494;4.2298;7.6307;5.5700
2025-01-11;3.8959;9.0687;8.7191;7.2279
2025-01-12;8.1459;5.1921;4.9470;6.0950
2025-01-13;10.2125;4.5572;11.5291;8.7663
2025-01-14;5.3603;8.3968;4.8184;6.1918
2025-01-15;11.2760;4.2743;5.5796;7.0433
2025-01-16;7.8105;11.8426;7.5131;9.0554
2025-01-17;4.9764;6.4180;5.1074;5.5006
2025-01-18;7.6543;10.1534;9.6159;9.1412
2025-01-19;10.9857;7.4717;9.4643;9.3072
2025-01-20;6.5645;4.6947;6.7477;6.0023
2025-01-21;5.4869;9.9097;10.1100;8.5022
2025-01-22;8.8719;6.9541;6.9144;7.5801
2025-01-23;6.3826;6.7346;9.6852;7.6008
2025-01-24;10.7874;9.3701;11.1890;10.4488
2025-01-25;4.5019;9.9579;4.2448;6.2349
2025-01-26;7.0395;7.9054;9.4733;8.1394
2025-01-27;10.1850;3.9627;10.0455;8.0644
2025-01-28;3.6927;6.5780;7.8393;6.0367
2025-01-29;4.2325;5.7726;5.8286;5.2779
2025-01-30;6.6703;9.5516;3.7666;6.6628
2025-01-31;5.0691;7.9932;6.3398;6.4674
2025-02-01;11.4198;5.6671;4.5772;7.2214
2025-02-02;5.0823;10.4856;4.1321;6.5667
2025-02-03;11.1612;9.3599;5.6930;8.7380
2025-02-04;11.2659;6.9466;5.5655;7.9260
2025-02-05;5.5338;8.3859;5.3233;6.4143
2025-02-06;7.9670;8.3203;6.1514;7.4796
2025-02-07;10.8826;10.9414;5.8192;9.2144
2025-02-08;6.4336;5.5392;5.4385;5.8038
2025-02-09;5.4968;5.3381;4.7476;5.1942
2025-02-10;11.6422;4.6308;6.2412;7.5047
2025-02-11;11.9733;5.1513;10.5014;9.2087
2025-02-12;4.0090;4.2945;4.8697;4.3911
2025-02-13;4.2540;10.7974;11.4835;8.8450
2025-02-14;11.0579;6.8372;11.4791;9.7914
2025-02-15;8.4065;4.6882;6.5648;6.5532
2025-02-16;6.9118;4.7887;10.4622;7.3876
2025-02-17;6.9430;11.1408;10.3081;9.4640
2025-02-18;6.8436;7.1801;6.9004;6.9747
2025-02-19;10.1459;8.4048;11.7593;10.1033
2025-02-20;5.4417;6.3369;11.8901;7.8896
2025-02-21;4.1431;7.7083;7.6947;6.5154
2025-02-22;9.0651;6.0804;8.3856;7.8437
2025-02-23;4.2669;11.0985;3.6859;6.3504
2025-02-24;5.8647;6.6329;9.0523;7.1833
2025-02-25;7.8099;4.6457;8.2115;6.8890
2025-02-26;7.6271;10.8840;9.0905;9.2005
2025-02-27;8.7689;9.7503;4.5953;7.7048
2025-02-28;8.6588;5.0945;11.5416;8.4316
2025-03-01;5.4659;11.8347;5.3939;7.5648
2025-03-02;4.5301;8.0064;5.0993;5.8786
2025-03-03;8.8825;5.6867;10.6093;8.3928
2025-03-04;6.7670;4.4439;11.6177;7.6095
2025-03-05;10.9602;7.6683;8.5880;9.0722
2025-03-06;3.6393;10.0010;5.7936;6.4780
2025-03-07;10.9637;5.8225;11.9211;9.5691
2025-03-08;11.1068;4.2778;8.6484;8.0110
2025-03-09;4.2071;3.7410;10.4079;6.1187
2025-03-10;11.1637;3.7935;4.7541;6.5704
2025-03-11;6.0906;10.6971;11.2759;9.3545
2025-03-12;8.1384;11.0384;4.8371;8.0046
2025-03-13;11.8847;8.8485;3.5697;8.1010
2025-03-14;8.9277;5.2285;6.1350;6.7637
2025-03-15;4.4726;9.0346;4.7084;6.0719
2025-03-16;8.3393;8.6494;4.9200;7.3029
2025-03-17;10.5101;4.2746;9.0094;7.9314
2025-03-18;6.3445;4.1873;11.8063;7.4460
2025-03-19;4.0315;9.7406;3.9028;5.8916
2025-03-20;9.6763;4.8226;11.0139;8.5043
2025-03-21;5.4369;11.3481;8.1768;8.3206
2025-03-22;6.5914;6.3319;5.3901;6.1045
2025-03-23;8.8981;8.9098;8.6119;8.8066
2025-03-24;3.8742;6.6519;4.7594;5.0952
2025-03-25;8.4885;9.9918;4.1414;7.5406
2025-03-26;10.1386;7.3505;9.4979;8.9957
2025-03-27;7.8637;5.8703;4.8160;6.1833
2025-03-28;4.0730;9.8974;6.4535;6.8080
2025-03-29;10.9341;4.8616;11.6568;9.1508
2025-03-30;3.5173;6.2818;9.7351;6.5114
2025-03-31;7.3682;8.0406;8.5152;7.9747
2025-04-01;3.7655;11.8429;11.5835;9.0640
2025-04-02;7.4795;5.9381;7.5792;6.9989
2025-04-03;10.0724;3.6229;11.6599;8.4517
2025-04-04;11.5659;4.7241;5.5553;7.2818
2025-04-05;8.8631;7.6911;7.1079;7.8874
2025-04-06;11.3425;4.5180;6.1583;7.3396
2025-04-07;11.1419;10.5123;10.6668;10.7737
2025-04-08;6.0366;7.5015;9.5238;7.6873
2025-04-09;6.3210;3.9427;8.3048;6.1895
2025-04-10;5.8550;9.1106;3.8607;6.2754
2025-04-11;8.4867;10.8094;11.6160;10.3040
2025-04-12;9.9203;5.9264;5.3102;7.0523
2025-04-13;8.1178;8.4856;10.6357;9.0797
2025-04-14;10.2922;9.7041;5.9801;8.6588
2025-04-15;3.7529;9.2534;3.7298;5.5787
2025-04-16;5.9960;8.8218;4.0086;6.2755
2025-04-17;8.6595;3.8903;5.3686;5.9728
2025-04-18;8.3538;5.6612;7.4514;7.1555
2025-04-19;7.0988;4.3451;9.1190;6.8543
2025-04-20;5.1329;9.0758;8.2261;7.4783
2025-04-21;8.0710;9.4326;7.9804;8.4947
2025-04-22;9.9145;5.4453;4.4689;6.6096
2025-04-23;4.6549;4.2291;4.8325;4.5722
2025-04-24;7.0724;3.8965;10.8151;7.2613
2025-04-25;4.4713;6.1838;7.9214;6.1922
2025-04-26;11.0918;11.2822;8.0666;10.1469
2025-04-27;5.6582;8.5771;5.3923;6.5425
2025-04-28;8.3579;5.6068;8.6480;7.5376
2025-04-29;5.8058;4.0965;6.7662;5.5562
2025-04-30;10.9871;7.6888;9.5633;9.4131
2025-05-01;6.1305;9.9415;4.7382;6.9367
2025-05-02;5.0316;10.7538;4.8351;6.8735
2025-05-03;3.8325;4.3291;5.6297;4.5971
2025-05-04;4.8470;9.7498;5.3102;6.6357
2025-05-05;3.9392;8.7153;11.6492;8.1012
2025-05-06;4.1933;8.5276;11.1854;7.9688
2025-05-07;8.5454;6.0353;4.1529;6.2445
2025-05-08;10.0764;10.7204;6.4554;9.0841
2025-05-09;9.8595;6.0136;3.7504;6.5412
2025-05-10;7.8209;9.2958;8.3753;8.4973
2025-05-11;4.9231;7.5674;11.1278;7.8728
2025-05-12;11.3899;10.8504;6.4912;9.5772
2025-05-13;7.9985;8.7760;4.3750;7.0498
2025-05-14;3.8872;10.4339;6.9615;7.0942
2025-05-15;9.4921;3.9032;10.7126;8.0360
2025-05-16;10.9635;8.3255;10.3396;9.8762
2025-05-17;7.4229;6.9705;6.2613;6.8849
2025-05-18;6.4701;4.5371;9.9092;6.9721
2025-05-19;4.9867;3.6065;5.7610;4.7847
2025-05-20;7.7582;10.7828;8.0185;8.8532
2025-05-21;5.2696;7.0302;10.8166;7.7055
2025-05-22;9.6704;3.8344;4.0293;5.8447
2025-05-23;3.9970;8.9775;4.1929;5.7225
2025-05-24;10.7179;6.5536;10.1539;9.1418
2025-05-25;10.6541;7.5767;11.3563;9.8624
2025-05-26;5.9108;10.2566;9.7325;8.6333
2025-05-27;7.7305;11.4252;8.5070;9.2209
2025-05-28;8.7138;9.7722;10.5597;9.6819
2025-05-29;10.6503;5.0693;5.7805;7.1667
2025-05-30;7.9908;4.5699;10.6203;7.7270
2025-05-31;7.7959;11.0927;5.7223;8.2036
2025-06-01;5.5875;4.9963;9.3621;6.6486
2025-06-02;11.5214;4.8825;3.7112;6.7050
2025-06-03;7.3606;6.8708;7.5452;7.2589
2025-06-04;9.4787;10.8137;4.8114;8.3679
2025-06-05;7.0967;11.9514;8.3993;9.1491
2025-06-06;4.3574;8.6859;11.4742;8.1725
2025-06-07;6.4362;4.1499;4.4631;5.0164
2025-06-08;4.2978;3.7760;11.2293;6.4344
2025-06-09;10.2847;7.3619;10.3403;9.3290
2025-06-10;7.2207;6.0202;8.4831;7.2413
2025-06-11;8.5801;10.6217;11.5609;10.2542
2025-06-12;4.6720;10.9165;6.1797;7.2561
2025-06-13;6.6430;3.7826;4.7125;5.0460
2025-06-14;7.0892;9.0989;4.6281;6.9387
2025-06-15;7.2858;10.1980;6.4133;7.9657
2025-06-16;4.8167;10.7693;8.3381;7.9747
2025-06-17;8.3697;4.6538;7.7277;6.9171
2025-06-18;8.9685;6.0701;6.8760;7.3049
2025-06-19;5.8908;6.1069;3.6962;5.2313
2025-06-20;9.9348;7.2719;7.6073;8.2713
2025-06-21;7.1324;11.8986;10.3404;9.7905
2025-06-22;8.4296;6.4838;8.1865;7.7000
2025-06-23;10.0179;11.6038;9.6282;10.4166
2025-06-24;9.4618;9.5332;6.7506;8.5819
2025-06-25;10.6431;9.9602;7.3652;9.3228
2025-06-26;11.2289;10.1770;8.1901;9.8653
2025-06-27;6.9637;6.7259;3.9164;5.8687
2025-06-28;3.6957;8.8069;7.8805;6.7944
2025-06-29;6.9032;5.6596;4.1028;5.5552
2025-06-30;3.8790;11.8675;7.8940;7.8802
2025-07-01;5.5697;4.6017;6.9474;5.7063
2025-07-02;7.5490;6.4545;7.2488;7.0841
2025-07-03;10.7678;6.0477;11.0299;9.2818
2025-07-04;11.7788;3.8788;6.3581;7.3386
2025-07-05;11.1793;11.5841;10.7901;11.1845
2025-07-06;9.2703;6.4993;6.2627;7.3441
2025-07-07;8.7068;6.2606;4.6666;6.5447
2025-07-08;8.7610;9.3856;6.0900;8.0789
2025-07-09;11.3289;5.6226;8.2939;8.4151
2025-07-10;9.3451;11.0056;3.7184;8.0230
2025-07-11;8.6789;8.7670;4.5367;7.3275
2025-07-12;9.2905;6.1015;8.5557;7.9826
2025-07-13;4.0170;9.3341;7.3544;6.9018
2025-07-14;6.4495;3.8448;4.1482;4.8142
2025-07-15;4.3512;9.3899;8.0082;7.2498
2025-07-16;4.6391;10.8922;6.7948;7.4420
2025-07-17;4.6401;6.0106;5.1803;5.2770
2025-07-18;7.9333;8.7880;7.8000;8.1738
2025-07-19;9.2729;8.9487;8.4211;8.8809
2025-07-20;7.0338;9.3816;11.0188;9.1447
2025-07-21;4.0297;4.9238;11.8302;6.9279
2025-07-22;4.9990;7.3825;4.1230;5.5015
2025-07-23;5.6184;8.6542;7.3398;7.2041
2025-07-24;9.2539;8.6195;10.9985;9.6240
2025-07-25;7.8658;9.4992;4.2522;7.2057
2025-07-26;6.2515;11.2371;3.6303;7.0396
2025-07-27;8.1348;6.7947;5.1796;6.7030
2025-07-28;3.8494;7.7942;6.2687;5.9708
2025-07-29;10.6106;11.1395;7.1864;9.6455
2025-07-30;8.6270;11.2341;5.6929;8.5180
2025-07-31;6.1390;3.8299;6.7951;5.5880
2025-08-01;4.6534;6.8259;11.6561;7.7118
2025-08-02;5.2015;4.5664;10.7853;6.8511
2025-08-03;5.5334;9.7596;11.3997;8.8976
2025-08-04;11.2747;8.8117;10.5261;10.2042
2025-08-05;4.5804;7.2926;6.2838;6.0523
2025-08-06;11.6777;9.3798;4.6755;8.5777
2025-08-07;10.9273;9.6846;9.6510;10.0876
2025-08-08;6.2084;6.5710;11.2953;8.0249
2025-08-09;7.2841;5.9949;10.3329;7.8706
2025-08-10;7.6876;10.7722;6.8168;8.4255
2025-08-11;8.8924;8.1780;6.9711;8.0138
2025-08-12;7.6868;5.1155;3.8300;5.5441
2025-08-13;10.4755;5.8276;11.7553;9.3528
2025-08-14;6.2179;5.8941;10.5664;7.5595
2025-08-15;9.3290;9.7345;5.7081;8.2572
2025-08-16;4.5990;8.5081;4.9525;6.0199
2025-08-17;3.8287;6.1243;6.7274;5.5601
2025-08-18;6.0207;8.0549;7.2547;7.1101
2025-08-19;9.5311;10.8080;8.7539;9.6977
2025-08-20;9.7281;7.1316;9.8607;8.9068
2025-08-21;8.6394;7.3310;9.9997;8.6567
2025-08-22;4.4845;8.2103;8.3875;7.0274
2025-08-23;5.3830;5.9341;10.0513;7.1228
2025-08-24;7.2052;11.4324;8.0010;8.8795
2025-08-25;4.7486;5.5598;4.9731;5.0938
2025-08-26;9.2434;8.9960;11.6181;9.9525
2025-08-27;8.5793;8.9032;4.5931;7.3585
2025-08-28;5.4937;3.5619;9.1081;6.0546
2025-08-29;4.4061;11.1064;9.6037;8.3721
2025-08-30;6.0287;10.5266;5.1542;7.2365
2025-08-31;9.6202;8.3519;3.8737;7.2819
2025-09-01;4.7349;8.3583;5.2381;6.1104
2025-09-02;5.7105;8.8793;3.6067;6.0655
2025-09-03;6.1897;8.2632;8.2219;7.5583
2025-09-04;4.8601;4.5740;6.2563;5.2301
2025-09-05;6.1805;9.7920;9.1274;8.3666
2025-09-06;7.1404;11.1489;9.5620;9.2838
2025-09-07;11.8412;9.3522;8.6073;9.9336
2025-09-08;9.5705;11.4024;3.5262;8.1664
2025-09-09;10.2118;8.6471;5.5620;8.1403
2025-09-10;8.5902;6.7425;10.3088;8.5472
2025-09-11;5.7283;4.3232;11.9471;7.3329
2025-09-12;5.1929;6.8130;7.7791;6.5950
2025-09-13;10.4998;11.2735;4.2314;8.6682
2025-09-14;4.0896;11.7622;5.6434;7.1651
2025-09-15;3.7888;3.7542;5.9405;4.4945
2025-09-16;5.0852;10.4292;7.7868;7.7671
2025-09-17;8.7725;6.1403;4.7823;6.5650
2025-09-18;5.2957;5.3370;8.1976;6.2768
2025-09-19;8.8642;11.6462;9.7092;10.0732
2025-09-20;8.9677;8.2211;8.3894;8.5261
2025-09-21;9.5705;8.2460;10.4766;9.4310
2025-09-22;3.6006;9.9310;11.2121;8.2479
2025-09-23;6.8621;6.4595;7.7927;7.0381
2025-09-24;6.7034;6.8053;7.4041;6.9709
2025-09-25;10.0457;8.7680;11.7896;10.2011
2025-09-26;4.0398;4.5763;10.7432;6.4531
2025-09-27;5.1911;6.9953;4.9324;5.7063
2025-09-28;10.0191;11.2127;6.1006;9.1108
2025-09-29;7.8863;7.4877;6.5485;7.3075
2025-09-30;4.2988;9.1454;11.8662;8.4368
2025-10-01;10.9837;5.1398;5.8643;7.3293
2025-10-02;10.7647;6.2949;9.9711;9.0102
2025-10-03;6.5430;8.1531;4.2105;6.3022
2025-10-04;7.2811;6.2440;4.3248;5.9500
2025-10-05;9.6179;9.8493;10.4427;9.9700
2025-10-06;9.8901;7.0284;9.3352;8.7512
2025-10-07;5.6985;3.7764;4.3829;4.6193
2025-10-08;9.8663;11.6415;7.7133;9.7404
2025-10-09;5.8914;9.8022;7.6217;7.7718
2025-10-10;10.0898;8.6647;4.6926;7.8157
2025-10-11;7.9480;11.9031;4.4229;8.0913
2025-10-12;6.9072;4.2012;5.0640;5.3908
2025-10-13;8.6713;4.8585;11.6819;8.4039
2025-10-14;4.3915;4.7439;10.0767;6.4040
2025-10-15;10.4196;6.9474;5.8954;7.7541
2025-10-16;7.7585;6.5887;9.2473;7.8648
2025-10-17;6.0473;5.7989;8.4772;6.7745
2025-10-18;11.5053;5.9189;4.7149;7.3797
2025-10-19;5.7929;5.7449;9.6582;7.0653
2025-10-20;5.8713;11.1465;10.3380;9.1186
2025-10-21;7.7993;6.7562;3.6585;6.0713
2025-10-22;11.5963;7.4250;8.9202;9.3138
2025-10-23;11.4755;9.6915;5.8229;8.9966
2025-10-24;9.3278;7.5039;8.9859;8.6059
2025-10-25;8.4381;10.8580;9.9595;9.7519
2025-10-26;3.7137;11.0388;10.6854;8.4793
2025-10-27;10.7656;9.7019;4.1092;8.1922
2025-10-28;9.5094;9.1110;9.0897;9.2367
2025-10-29;8.0965;4.9401;7.6114;6.8827
2025-10-30;4.2479;4.6077;4.2886;4.3814
2025-10-31;9.2004;7.2143;9.6288;8.6812
2025-11-01;5.0899;5.6313;5.0110;5.2441
2025-11-02;10.0664;6.3368;11.8037;9.4023
2025-11-03;9.2427;10.6358;8.2393;9.3726
2025-11-04;8.9126;5.5704;3.5827;6.0219
2025-11-05;11.9944;10.0650;6.0210;9.3601
2025-11-06;11.5021;7.1426;10.4330;9.6926
2025-11-07;11.9881;8.9303;5.3220;8.7468
2025-11-08;8.9372;10.2965;10.4027;9.8788
2025-11-09;5.8552;9.9967;10.3130;8.7216
2025-11-10;8.8686;4.7650;3.7975;5.8104
2025-11-11;11.6055;10.2320;8.5733;10.1369
2025-11-12;3.6147;11.9498;5.0555;6.8733
2025-11-13;5.0580;10.6694;10.0839;8.6038
2025-11-14;9.0885;5.3167;3.7579;6.0544
2025-11-15;9.6944;3.7831;11.0525;8.1767
2025-11-16;4.9552;4.3800;9.7204;6.3519
2025-11-17;7.6823;4.7139;7.3343;6.5768
2025-11-18;9.1135;10.7209;9.5391;9.7912
2025-11-19;9.7098;11.1964;8.9431;9.9498
2025-11-20;11.0702;8.1713;9.7761;9.6725
2025-11-21;5.0333;7.6952;10.3637;7.6974
2025-11-22;11.5461;7.5878;9.4664;9.5334
2025-11-23;4.9154;6.5299;8.7657;6.7370
2025-11-24;10.1206;6.5886;10.6415;9.1169
2025-11-25;6.1263;4.1708;10.3671;6.8881
2025-11-26;7.1399;10.5447;11.9022;9.8623
2025-11-27;4.8801;4.2765;8.0133;5.7233
2025-11-28;3.6493;6.1591;4.6551;4.8212
2025-11-29;4.5194;11.5377;6.1732;7.4101
2025-11-30;10.1985;11.7417;9.3057;10.4153
2025-12-01;11.3531;10.8934;5.7530;9.3332
2025-12-02;11.8508;11.0853;7.4117;10.1159
2025-12-03;6.0320;10.5442;8.6666;8.4143
2025-12-04;4.2994;6.2136;9.1408;6.5513
2025-12-05;3.9200;5.0915;10.4002;6.4706
2025-12-06;8.2064;9.1491;6.4254;7.9270
2025-12-07;9.4450;5.4140;7.1672;7.3421
2025-12-08;7.8703;11.3835;11.5865;10.2801
2025-12-09;9.3394;11.2457;11.8234;10.8028
2025-12-10;11.4960;4.4054;4.1251;6.6755
2025-12-11;4.3312;5.5713;4.7758;4.8928
2025-12-12;11.2120;6.6955;8.8307;8.9127
2025-12-13;11.1893;9.8126;7.1242;9.3754
2025-12-14;4.9468;11.6739;5.9390;7.5199
2025-12-15;9.5181;8.9879;4.5436;7.6832
2025-12-16;10.9423;11.1856;10.8259;10.9846
2025-12-17;5.6452;10.8491;6.3347;7.6097
2025-12-18;5.6355;10.7869;9.9087;8.7770
2025-12-19;7.3796;10.2040;6.8768;8.1535
2025-12-20;10.0841;6.5825;3.6455;6.7707
2025-12-21;8.2428;7.9467;11.0853;9.0916
2025-12-22;7.4284;7.0687;4.8003;6.4325
2025-12-23;8.8584;11.9932;9.4381;10.0966
2025-12-24;9.5894;5.9449;8.1079;7.8807
2025-12-25;4.8480;4.8007;10.7284;6.7924
2025-12-26;11.3918;8.9091;10.7496;10.3502
2025-12-27;8.5915;9.4648;10.6621;9.5728
2025-12-28;10.4163;5.6701;8.1655;8.0840
2025-12-29;6.0456;3.6346;4.8618;4.8473
2025-12-30;4.2433;9.6431;9.1395;7.6753
2025-12-31;10.0273;4.1667;8.6739;7.6226
2026-01-01;5.9297;4.7136;9.0231;6.5555
2026-01-02;11.1248;4.9759;6.8626;7.6544
2026-01-03;5.6115;7.4698;5.8736;6.3183
2026-01-04;5.2074;6.8247;10.5629;7.5317
2026-01-05;11.9977;4.8107;6.0886;7.6323
2026-01-06;9.4806;11.8437;9.3374;10.2206
2026-01-07;4.0619;8.2231;5.7006;5.9952
2026-01-08;10.8357;7.2201;7.5785;8.5448
2026-01-09;3.8275;5.2025;11.8026;6.9442
2026-01-10;8.5547;8.9615;5.5245;7.6802
2026-01-11;5.1521;7.1469;5.7250;6.0080
2026-01-12;6.3904;9.4588;5.5259;7.1250
2026-01-13;9.5778;9.8484;11.3398;10.2553
2026-01-14;10.4245;9.4789;10.1302;10.0112
2026-01-15;6.5973;3.9844;6.2514;5.6110
2026-01-16;8.3680;3.8460;9.0339;7.0826
2026-01-17;8.1748;4.8031;11.9093;8.2957
2026-01-18;4.7065;3.8947;9.5016;6.0343
2026-01-19;7.3645;11.2676;4.6439;7.7587
2026-01-20;9.0056;3.8707;11.3160;8.0641
2026-01-21;11.8024;10.2983;6.4396;9.5134
2026-01-22;7.8212;8.5099;5.3081;7.2131
2026-01-23;10.7874;8.6068;3.8383;7.7442
2026-01-24;7.1690;8.5998;7.2275;7.6654
2026-01-25;9.1350;7.6024;4.1068;6.9481
2026-01-26;3.9086;8.1891;8.2931;6.7969
2026-01-27;3.8071;8.9700;10.2885;7.6885
2026-01-28;3.8977;4.3863;8.4842;5.5894
2026-01-29;8.6405;9.3382;4.9313;7.6367
2026-01-30;4.0202;10.4671;10.9372;8.4748
2026-01-31;9.2574;6.3501;5.0955;6.9010
2026-02-01;11.6292;3.5686;8.0423;7.7467
2026-02-02;4.6116;9.6290;5.2727;6.5044
2026-02-03;11.3546;3.8358;10.6897;8.6267
2026-02-04;8.6338;7.0696;10.6917;8.7984
2026-02-05;8.1234;6.7422;8.9328;7.9328
2026-02-06;3.9372;5.0478;8.6769;5.8873
2026-02-07;7.7222;4.6748;5.4412;5.9461
2026-02-08;9.8368;4.7194;4.9493;6.5018
2026-02-09;6.3000;5.8308;5.9760;6.0356
2026-02-10;10.5991;3.6045;6.1771;6.7936
2026-02-11;5.3916;4.9639;10.6884;7.0146
2026-02-12;6.9639;3.7095;11.7683;7.4806
2026-02-13;8.7659;10.7801;11.5693;10.3718
2026-02-14;6.3208;5.6278;4.2280;5.3922
2026-02-15;4.8040;6.1034;9.6655;6.8576
2026-02-16;8.7883;11.7254;4.8571;8.4569
2026-02-17;8.2938;5.3371;4.7762;6.1357
2026-02-18;4.1312;11.8648;8.3599;8.1186
2026-02-19;11.8254;11.0799;8.6541;10.5198
2026-02-20;11.5316;4.4183;6.4716;7.4738
2026-02-21;9.1535;8.7163;5.6572;7.8423
2026-02-22;5.0550;4.8670;7.4598;5.7939
2026-02-23;7.3726;11.0644;4.9294;7.7888
2026-02-24;6.7977;3.9519;5.1330;5.2942
2026-02-25;7.7372;4.1750;4.5449;5.4857
2026-02-26;8.3155;5.7249;7.9506;7.3303
2026-02-27;5.5441;11.8629;11.7085;9.7052
2026-02-28;6.9603;11.4377;8.7891;9.0624
2026-03-01;11.4193;7.8080;4.4551;7.8941
2026-03-02;7.1921;8.0979;10.3778;8.5559
2026-03-03;10.9267;8.7485;7.3176;8.9976
2026-03-04;11.4382;7.1442;4.3036;7.6287
2026-03-05;8.4636;5.7740;5.0860;6.4412
2026-03-06;11.4147;5.5592;5.4853;7.4864
2026-03-07;8.5751;4.3076;10.5698;7.8175
2026-03-08;9.2867;11.0717;7.4609;9.2731
2026-03-09;10.6209;7.9511;9.8735;9.4818
2026-03-10;11.3795;11.2294;4.2013;8.9367
2026-03-11;11.0809;3.6168;6.2603;6.9860
2026-03-12;7.0177;3.5952;5.8828;5.4986
2026-03-13;10.2217;11.5937;4.1528;8.6561
2026-03-14;9.5915;4.0687;11.6645;8.4416
2026-03-15;5.5820;7.5971;6.8020;6.6604
